id,category,amount
10001,Shopping,1253.13
10002,Food,876.07
10003,Shopping,1060.94
10004,Food,4708.4
10005,Travel,4552.07
10006,Utilities,2785.08
10007,Shopping,4082.16
10008,Travel,1182.59
10009,Travel,1361.56
10010,Travel,242.87
10011,Utilities,1487.07
10012,Food,4733.27
10013,Utilities,4049.4
10014,Food,463.43
10015,Travel,4788.48
10016,Travel,1470.44
10017,Shopping,301.86
10018,Rent,4582.3
10019,Shopping,3306.16
10020,Utilities,2318.22
10021,Food,4160.17
10022,Rent,3214.54
10023,Rent,1612.36
10024,Shopping,2075.46
10025,Utilities,3935.43
10026,Utilities,4679.22
10027,Travel,4629.04
10028,Food,1937.72
10029,Utilities,1144.68
10030,Rent,778.89
10031,Rent,3148.32
10032,Shopping,2533.89
10033,Food,907.59
10034,Shopping,2998.0
10035,Utilities,3911.89
10036,Shopping,1932.53
10037,Utilities,1415.92
10038,Shopping,4575.14
10039,Travel,4736.3
10040,Rent,1253.03
10041,Travel,2262.33
10042,Food,3974.2
10043,Food,658.65
10044,Food,4896.84
10045,Food,2659.27
10046,Utilities,219.4
10047,Shopping,4912.78
10048,Utilities,2085.48
10049,Utilities,259.48
10050,Food,2277.53
10051,Food,4316.14
10052,Rent,1463.83
10053,Food,3991.71
10054,Travel,2995.34
10055,Shopping,526.81
10056,Utilities,3090.08
10057,Shopping,899.23
10058,Shopping,3678.74
10059,Food,2475.02
10060,Travel,885.76
10061,Rent,4727.28
10062,Shopping,1256.37
10063,Utilities,2277.47
10064,Travel,117.11
10065,Shopping,756.77
10066,Food,1884.65
10067,Rent,3398.84
10068,Shopping,2959.6
10069,Rent,4251.49
10070,Travel,4544.77
10071,Food,3464.86
10072,Travel,1019.76
10073,Shopping,1479.19
10074,Rent,4387.27
10075,Food,1530.62
10076,Utilities,2500.49
10077,Utilities,2904.75
10078,Shopping,68.6
10079,Rent,113.84
10080,Travel,61.52
10081,Shopping,3073.11
10082,Rent,3832.12
10083,Shopping,366.14
10084,Shopping,955.44
10085,Rent,2489.21
10086,Utilities,3512.93
10087,Travel,1992.33
10088,Travel,808.19
10089,Utilities,3707.99
10090,Rent,1173.53
10091,Travel,2267.23
10092,Rent,2376.08
10093,Travel,808.49
10094,Shopping,2840.52
10095,Food,2097.62
10096,Rent,1752.96
10097,Food,717.38
10098,Utilities,677.77
10099,Shopping,2867.8
10100,Travel,763.04
10101,Shopping,593.96
10102,Shopping,4621.06
10103,Rent,1099.65
10104,Travel,2961.15
10105,Shopping,3789.68
10106,Utilities,2017.09
10107,Rent,1229.38
10108,Travel,3232.31
10109,Travel,4135.07
10110,Shopping,3323.76
10111,Travel,223.3
10112,Rent,389.23
10113,Shopping,3121.28
10114,Food,3235.07
10115,Utilities,1704.82
10116,Travel,1031.77
10117,Food,1122.95
10118,Utilities,3803.81
10119,Food,227.61
10120,Utilities,2676.82
10121,Travel,3524.82
10122,Travel,330.52
10123,Food,892.13
10124,Travel,480.86
10125,Travel,3912.73
10126,Shopping,3748.42
10127,Utilities,3317.1
10128,Food,3559.03
10129,Utilities,776.73
10130,Rent,2721.76
10131,Utilities,2502.52
10132,Rent,1496.79
10133,Food,528.87
10134,Utilities,557.58
10135,Shopping,1318.1
10136,Utilities,301.85
10137,Shopping,4944.22
10138,Travel,4187.49
10139,Food,222.48
10140,Rent,896.53
10141,Utilities,4578.68
10142,Rent,2216.8
10143,Utilities,2407.4
10144,Shopping,2608.7
10145,Rent,3192.65
10146,Shopping,4729.2
10147,Rent,3747.18
10148,Food,2983.01
10149,Travel,1096.38
10150,Travel,567.85
10151,Travel,3577.15
10152,Rent,4045.23
10153,Travel,384.77
10154,Travel,95.37
10155,Food,236.91
10156,Travel,3062.55
10157,Utilities,1092.62
10158,Food,1414.21
10159,Rent,4688.93
10160,Utilities,3864.7
10161,Food,459.34
10162,Utilities,2238.1
10163,Rent,2944.76
10164,Utilities,4884.05
10165,Shopping,2881.08
10166,Utilities,491.71
10167,Travel,2573.3
10168,Travel,563.36
10169,Utilities,109.31
10170,Travel,4377.17
10171,Rent,2055.01
10172,Travel,3534.09
10173,Food,36.86
10174,Travel,3742.5
10175,Utilities,1689.94
10176,Utilities,1986.19
10177,Food,29.21
10178,Food,1639.92
10179,Travel,1358.06
10180,Utilities,4496.73
10181,Utilities,3551.82
10182,Shopping,2770.22
10183,Travel,4625.28
10184,Utilities,862.87
10185,Utilities,3838.86
10186,Food,307.61
10187,Rent,2674.57
10188,Rent,828.43
10189,Rent,3783.87
10190,Travel,4290.39
10191,Travel,4220.74
10192,Travel,4411.25
10193,Utilities,3050.97
10194,Rent,3369.14
10195,Travel,1080.31
10196,Rent,2043.47
10197,Food,2533.23
10198,Food,4417.53
10199,Utilities,4566.12
10200,Rent,893.4
10201,Rent,532.73
10202,Rent,2765.23
10203,Food,14.09
10204,Food,957.46
10205,Utilities,3957.6
10206,Travel,4501.34
10207,Utilities,770.25
10208,Utilities,4247.25
10209,Travel,1753.14
10210,Travel,2310.82
10211,Utilities,3644.33
10212,Food,2646.49
10213,Shopping,3544.15
10214,Food,2036.24
10215,Rent,2470.11
10216,Food,3256.71
10217,Rent,3780.03
10218,Shopping,4129.35
10219,Travel,41.31
10220,Utilities,2618.01
10221,Shopping,1244.34
10222,Food,3109.64
10223,Rent,3037.43
10224,Rent,592.73
10225,Utilities,3477.02
10226,Shopping,4849.99
10227,Rent,2901.98
10228,Utilities,3219.82
10229,Utilities,3466.97
10230,Shopping,3307.1
10231,Travel,3674.78
10232,Food,4953.47
10233,Travel,3510.46
10234,Rent,1849.51
10235,Rent,2673.99
10236,Travel,3062.06
10237,Shopping,2877.98
10238,Food,700.45
10239,Rent,1028.66
10240,Utilities,2541.08
10241,Utilities,4456.63
10242,Travel,1723.71
10243,Travel,3015.7
10244,Rent,3145.09
10245,Food,3822.34
10246,Shopping,4434.11
10247,Utilities,4309.65
10248,Food,2230.81
10249,Rent,722.17
10250,Utilities,2065.91
10251,Utilities,4942.43
10252,Shopping,324.02
10253,Rent,2874.73
10254,Rent,2427.31
10255,Utilities,29.2
10256,Utilities,2291.85
10257,Rent,1282.0
10258,Shopping,3431.06
10259,Utilities,1428.29
10260,Shopping,385.59
10261,Utilities,975.77
10262,Utilities,4011.89
10263,Shopping,571.6
10264,Rent,1220.23
10265,Rent,2599.75
10266,Shopping,1039.23
10267,Utilities,2686.81
10268,Utilities,543.02
10269,Rent,1471.91
10270,Utilities,2673.18
10271,Shopping,1457.18
10272,Food,3963.75
10273,Travel,3317.78
10274,Utilities,4032.96
10275,Food,1640.07
10276,Travel,600.16
10277,Food,828.49
10278,Travel,4806.29
10279,Food,1989.57
10280,Shopping,2768.86
10281,Food,100.21
10282,Utilities,903.92
10283,Utilities,4169.48
10284,Shopping,2605.22
10285,Travel,12.72
10286,Utilities,2869.94
10287,Travel,4375.92
10288,Food,1656.1
10289,Shopping,3337.12
10290,Utilities,2759.82
10291,Utilities,2979.07
10292,Rent,1316.94
10293,Food,2771.13
10294,Rent,4921.4
10295,Travel,82.7
10296,Rent,3943.63
10297,Food,245.74
10298,Travel,239.16
10299,Shopping,3603.82
10300,Rent,518.09
10301,Utilities,1785.9
10302,Travel,96.26
10303,Shopping,1943.14
10304,Food,2794.21
10305,Utilities,965.99
10306,Rent,4893.95
10307,Shopping,2165.65
10308,Utilities,268.41
10309,Rent,4570.76
10310,Food,3271.6
10311,Utilities,2365.8
10312,Rent,4392.15
10313,Food,165.84
10314,Travel,2144.36
10315,Food,247.55
10316,Shopping,4595.48
10317,Shopping,4748.97
10318,Shopping,666.32
10319,Utilities,4691.33
10320,Rent,2424.9
10321,Shopping,4773.91
10322,Utilities,4512.91
10323,Rent,4094.32
10324,Shopping,832.53
10325,Food,1895.37
10326,Travel,592.98
10327,Shopping,3060.3
10328,Rent,4362.49
10329,Travel,1583.98
10330,Rent,3842.91
10331,Travel,4695.31
10332,Travel,633.17
10333,Food,1665.61
10334,Travel,4660.03
10335,Shopping,2203.49
10336,Food,1300.51
10337,Shopping,2407.2
10338,Rent,1524.83
10339,Shopping,3426.82
10340,Shopping,1868.1
10341,Travel,3007.9
10342,Shopping,861.91
10343,Travel,2676.54
10344,Shopping,40.47
10345,Food,4847.55
10346,Shopping,1671.75
10347,Shopping,1098.63
10348,Travel,3510.57
10349,Utilities,291.22
10350,Travel,1977.99
10351,Travel,4733.06
10352,Food,4647.19
10353,Rent,1191.77
10354,Travel,3170.2
10355,Rent,2478.32
10356,Rent,3864.28
10357,Utilities,3216.26
10358,Travel,3091.25
10359,Utilities,1611.72
10360,Shopping,2775.18
10361,Travel,912.91
10362,Shopping,859.85
10363,Shopping,708.32
10364,Shopping,516.0
10365,Food,4887.72
10366,Shopping,2451.38
10367,Utilities,429.33
10368,Food,283.15
10369,Food,2650.17
10370,Food,1822.73
10371,Utilities,472.8
10372,Rent,2276.0
10373,Shopping,2363.36
10374,Shopping,3196.76
10375,Shopping,3864.16
10376,Shopping,2197.42
10377,Utilities,3661.68
10378,Shopping,569.55
10379,Rent,604.22
10380,Utilities,1508.4
10381,Utilities,2302.72
10382,Shopping,1454.03
10383,Utilities,1023.84
10384,Shopping,1164.53
10385,Utilities,2676.23
10386,Travel,984.23
10387,Utilities,1096.69
10388,Food,4370.5
10389,Food,3445.02
10390,Travel,4129.24
10391,Utilities,4593.04
10392,Travel,2141.35
10393,Food,2569.77
10394,Utilities,2679.39
10395,Travel,4062.3
10396,Utilities,350.9
10397,Travel,2404.8
10398,Rent,989.53
10399,Shopping,4137.78
10400,Rent,927.93
10401,Food,1574.17
10402,Food,2231.4
10403,Shopping,2048.88
10404,Travel,4633.65
10405,Travel,2418.33
10406,Utilities,259.51
10407,Utilities,2826.98
10408,Food,1787.64
10409,Rent,948.08
10410,Shopping,4348.09
10411,Rent,447.24
10412,Rent,2219.04
10413,Rent,4668.24
10414,Utilities,4047.27
10415,Utilities,4661.39
10416,Shopping,1130.17
10417,Rent,691.39
10418,Utilities,2882.2
10419,Rent,3149.23
10420,Rent,1317.35
10421,Shopping,272.76
10422,Utilities,2879.83
10423,Food,3450.57
10424,Food,250.64
10425,Utilities,2774.98
10426,Rent,1147.1
10427,Food,2661.15
10428,Travel,4164.97
10429,Shopping,826.99
10430,Food,2706.11
10431,Rent,3321.22
10432,Shopping,4523.96
10433,Travel,3256.25
10434,Rent,1391.91
10435,Utilities,3884.63
10436,Shopping,3100.07
10437,Utilities,3623.74
10438,Utilities,1859.85
10439,Travel,2809.59
10440,Shopping,4121.19
10441,Rent,1649.68
10442,Utilities,1749.16
10443,Utilities,640.83
10444,Utilities,3712.07
10445,Utilities,266.2
10446,Travel,366.57
10447,Utilities,2319.18
10448,Utilities,3049.92
10449,Food,4101.81
10450,Shopping,2648.79
10451,Travel,3200.1
10452,Rent,4494.58
10453,Rent,81.8
10454,Shopping,3755.56
10455,Utilities,1503.25
10456,Shopping,4627.95
10457,Food,3951.64
10458,Travel,2133.02
10459,Travel,2620.13
10460,Rent,4910.39
10461,Food,424.17
10462,Travel,3194.59
10463,Travel,2645.53
10464,Shopping,3762.41
10465,Utilities,579.24
10466,Food,2894.83
10467,Utilities,4930.5
10468,Rent,4173.12
10469,Food,1382.76
10470,Shopping,2886.42
10471,Food,3692.06
10472,Utilities,3286.89
10473,Utilities,3155.07
10474,Travel,4168.64
10475,Rent,2345.37
10476,Food,1858.33
10477,Travel,2805.77
10478,Rent,4623.81
10479,Utilities,1046.55
10480,Shopping,456.26
10481,Shopping,3725.12
10482,Utilities,3756.78
10483,Rent,4806.31
10484,Food,3846.32
10485,Shopping,983.84
10486,Rent,109.68
10487,Food,618.08
10488,Travel,3938.45
10489,Food,62.07
10490,Utilities,636.99
10491,Utilities,4923.95
10492,Shopping,680.66
10493,Shopping,1754.31
10494,Travel,3620.3
10495,Food,2874.1
10496,Utilities,1647.17
10497,Utilities,3990.03
10498,Utilities,3588.72
10499,Food,1424.2
10500,Food,4397.8
10501,Shopping,1068.77
10502,Rent,1040.85
10503,Food,4529.83
10504,Utilities,2485.98
10505,Rent,3790.05
10506,Travel,4575.91
10507,Food,1092.99
10508,Shopping,2553.19
10509,Utilities,2010.71
10510,Travel,1052.84
10511,Travel,3994.41
10512,Food,3524.53
10513,Shopping,2727.32
10514,Rent,460.83
10515,Shopping,2257.31
10516,Travel,438.88
10517,Shopping,4305.26
10518,Rent,1204.65
10519,Rent,2844.82
10520,Shopping,1740.12
10521,Food,515.3
10522,Shopping,1238.04
10523,Utilities,222.51
10524,Travel,4193.21
10525,Travel,2362.97
10526,Travel,2290.11
10527,Travel,2728.06
10528,Rent,4983.87
10529,Rent,2055.2
10530,Shopping,4571.42
10531,Shopping,893.67
10532,Food,1894.78
10533,Shopping,1289.56
10534,Rent,391.95
10535,Food,3121.02
10536,Rent,4794.91
10537,Shopping,3176.68
10538,Travel,1680.46
10539,Shopping,2053.88
10540,Shopping,223.84
10541,Shopping,4817.04
10542,Food,952.66
10543,Utilities,2738.85
10544,Travel,2457.17
10545,Travel,51.28
10546,Travel,2438.17
10547,Travel,2116.88
10548,Utilities,4363.09
10549,Shopping,3172.46
10550,Shopping,2271.91
10551,Utilities,3777.34
10552,Travel,2963.97
10553,Travel,4633.56
10554,Utilities,2064.69
10555,Food,2097.76
10556,Rent,1308.04
10557,Utilities,3137.21
10558,Food,2852.64
10559,Travel,2533.23
10560,Shopping,4693.04
10561,Utilities,2277.18
10562,Shopping,4357.13
10563,Shopping,568.31
10564,Travel,4157.48
10565,Shopping,2692.81
10566,Rent,687.57
10567,Rent,625.2
10568,Shopping,4442.45
10569,Food,3212.6
10570,Rent,4032.16
10571,Utilities,4925.75
10572,Food,3790.22
10573,Shopping,3880.54
10574,Food,1023.44
10575,Travel,2957.33
10576,Utilities,4506.72
10577,Utilities,2472.15
10578,Utilities,2354.77
10579,Shopping,4809.38
10580,Travel,3664.17
10581,Travel,2029.47
10582,Rent,2253.04
10583,Shopping,480.52
10584,Food,3029.16
10585,Utilities,4566.59
10586,Shopping,973.08
10587,Rent,4846.93
10588,Travel,2729.31
10589,Rent,674.87
10590,Shopping,3939.75
10591,Food,4619.91
10592,Food,3279.49
10593,Travel,4313.16
10594,Travel,4473.25
10595,Utilities,183.9
10596,Shopping,2256.55
10597,Travel,46.54
10598,Shopping,340.76
10599,Food,3539.31
10600,Rent,3450.44
10601,Shopping,507.53
10602,Travel,806.21
10603,Shopping,4989.17
10604,Travel,4202.54
10605,Food,306.89
10606,Rent,3575.79
10607,Shopping,502.97
10608,Travel,729.55
10609,Shopping,2724.49
10610,Rent,150.52
10611,Utilities,2378.6
10612,Rent,4914.99
10613,Utilities,2040.3
10614,Travel,895.51
10615,Food,4959.36
10616,Shopping,3969.32
10617,Travel,1455.17
10618,Shopping,4163.58
10619,Travel,870.23
10620,Food,548.33
10621,Utilities,267.57
10622,Travel,1534.34
10623,Utilities,2163.79
10624,Rent,1083.41
10625,Rent,69.88
10626,Utilities,2002.79
10627,Travel,289.89
10628,Travel,3897.39
10629,Food,2976.84
10630,Travel,1960.71
10631,Rent,3609.99
10632,Food,2860.49
10633,Travel,2052.26
10634,Utilities,2921.13
10635,Food,1701.43
10636,Rent,3028.53
10637,Food,309.06
10638,Rent,1224.54
10639,Shopping,4777.02
10640,Utilities,4828.83
10641,Food,3994.67
10642,Travel,3080.53
10643,Food,955.64
10644,Food,3275.2
10645,Travel,809.64
10646,Food,1028.93
10647,Rent,2836.19
10648,Utilities,2368.34
10649,Food,3278.88
10650,Rent,721.25
10651,Food,134.51
10652,Shopping,1587.9
10653,Shopping,3719.97
10654,Food,4993.98
10655,Food,2851.7
10656,Utilities,4040.64
10657,Food,2375.07
10658,Food,2279.39
10659,Shopping,1231.94
10660,Food,4916.42
10661,Travel,4127.01
10662,Shopping,1472.75
10663,Travel,926.5
10664,Travel,473.29
10665,Rent,86.83
10666,Shopping,913.61
10667,Utilities,1356.69
10668,Food,718.16
10669,Food,2920.87
10670,Shopping,3712.12
10671,Rent,3991.2
10672,Rent,4417.68
10673,Rent,3088.95
10674,Travel,3375.27
10675,Rent,3211.35
10676,Shopping,1585.87
10677,Travel,4615.52
10678,Rent,2050.79
10679,Rent,3017.36
10680,Shopping,3603.8
10681,Food,4852.85
10682,Travel,1359.04
10683,Shopping,4137.53
10684,Shopping,2925.89
10685,Shopping,568.61
10686,Food,665.75
10687,Food,2879.11
10688,Food,1605.15
10689,Utilities,2911.4
10690,Food,861.94
10691,Rent,2707.06
10692,Rent,4966.9
10693,Shopping,3665.21
10694,Utilities,4425.63
10695,Shopping,2400.06
10696,Rent,3957.91
10697,Utilities,3375.58
10698,Travel,1077.33
10699,Rent,4995.65
10700,Food,2506.0
10701,Shopping,1566.69
10702,Shopping,127.94
10703,Travel,2197.23
10704,Utilities,4882.34
10705,Utilities,556.58
10706,Food,2458.57
10707,Utilities,4233.39
10708,Travel,437.91
10709,Shopping,227.62
10710,Rent,2860.69
10711,Utilities,4667.12
10712,Travel,1971.26
10713,Travel,4169.69
10714,Shopping,4898.44
10715,Shopping,2706.26
10716,Utilities,2190.86
10717,Rent,4723.3
10718,Food,2525.81
10719,Food,1127.77
10720,Utilities,2056.99
10721,Shopping,2164.15
10722,Travel,3574.94
10723,Food,849.18
10724,Travel,1004.52
10725,Rent,3434.73
10726,Travel,4332.44
10727,Shopping,4514.29
10728,Food,4394.46
10729,Travel,19.87
10730,Food,100.69
10731,Utilities,1890.75
10732,Shopping,3721.45
10733,Rent,2272.65
10734,Utilities,565.04
10735,Food,26.76
10736,Utilities,2862.97
10737,Utilities,4996.37
10738,Food,1268.09
10739,Rent,3993.62
10740,Food,2902.43
10741,Food,1928.57
10742,Travel,4103.8
10743,Travel,3430.7
10744,Travel,4669.76
10745,Utilities,3369.54
10746,Utilities,3636.51
10747,Utilities,233.2
10748,Food,2713.47
10749,Shopping,1508.01
10750,Food,4714.59
10751,Utilities,2132.03
10752,Shopping,1948.65
10753,Food,262.8
10754,Utilities,4081.52
10755,Utilities,2580.1
10756,Travel,1252.72
10757,Food,4452.69
10758,Travel,4765.93
10759,Food,4648.55
10760,Utilities,4413.08
10761,Shopping,471.41
10762,Utilities,2780.93
10763,Shopping,3474.57
10764,Shopping,2511.23
10765,Utilities,4814.64
10766,Shopping,758.91
10767,Food,953.67
10768,Shopping,4026.55
10769,Food,351.38
10770,Travel,1626.47
10771,Travel,1395.89
10772,Rent,159.56
10773,Shopping,1881.56
10774,Utilities,3039.98
10775,Shopping,1424.08
10776,Shopping,4317.52
10777,Rent,2213.67
10778,Food,486.5
10779,Utilities,698.36
10780,Food,4052.47
10781,Utilities,4552.15
10782,Utilities,769.52
10783,Travel,3266.57
10784,Utilities,2239.22
10785,Shopping,4841.05
10786,Travel,4805.25
10787,Rent,712.28
10788,Utilities,1739.79
10789,Food,2489.43
10790,Shopping,4525.12
10791,Rent,1144.73
10792,Shopping,3189.5
10793,Travel,2063.81
10794,Travel,4755.66
10795,Travel,1728.76
10796,Rent,96.81
10797,Shopping,445.08
10798,Utilities,482.56
10799,Utilities,4752.58
10800,Utilities,3509.09
10801,Food,2749.27
10802,Rent,4691.96
10803,Travel,3933.65
10804,Shopping,1736.3
10805,Food,1441.45
10806,Rent,580.97
10807,Food,313.55
10808,Utilities,872.74
10809,Food,1329.87
10810,Rent,127.42
10811,Food,647.66
10812,Travel,2616.63
10813,Rent,442.46
10814,Food,3619.8
10815,Travel,1010.51
10816,Travel,2843.31
10817,Rent,352.53
10818,Food,634.22
10819,Shopping,4733.05
10820,Shopping,67.53
10821,Rent,2181.78
10822,Shopping,1129.7
10823,Shopping,1567.16
10824,Food,4853.52
10825,Shopping,3278.91
10826,Travel,4892.56
10827,Rent,4938.0
10828,Shopping,1920.27
10829,Food,544.28
10830,Food,1671.15
10831,Food,1836.1
10832,Travel,4820.55
10833,Shopping,2464.17
10834,Travel,1304.77
10835,Shopping,2796.09
10836,Rent,424.54
10837,Rent,2678.44
10838,Travel,4701.6
10839,Food,3749.77
10840,Travel,4131.99
10841,Travel,1977.26
10842,Food,2551.85
10843,Rent,3520.93
10844,Rent,4675.39
10845,Rent,4763.99
10846,Travel,1387.55
10847,Food,4782.4
10848,Utilities,4397.81
10849,Rent,4262.98
10850,Rent,2558.08
10851,Shopping,3952.63
10852,Shopping,2371.79
10853,Food,3315.33
10854,Utilities,309.85
10855,Travel,1814.41
10856,Food,2069.78
10857,Food,4033.32
10858,Shopping,2507.99
10859,Rent,4967.17
10860,Travel,636.51
10861,Shopping,4321.83
10862,Travel,1544.92
10863,Shopping,3633.03
10864,Rent,2742.94
10865,Food,762.57
10866,Shopping,3955.24
10867,Rent,4218.95
10868,Utilities,3693.89
10869,Shopping,826.5
10870,Shopping,2878.41
10871,Travel,95.79
10872,Rent,3303.02
10873,Shopping,4007.14
10874,Food,3834.41
10875,Food,3356.2
10876,Utilities,2470.36
10877,Travel,2738.04
10878,Food,2660.67
10879,Rent,1252.9
10880,Rent,1175.17
10881,Travel,1693.44
10882,Utilities,3946.89
10883,Utilities,4373.41
10884,Utilities,4033.39
10885,Food,2645.89
10886,Shopping,2937.57
10887,Rent,2688.83
10888,Rent,2031.71
10889,Food,1743.11
10890,Food,4084.63
10891,Food,916.91
10892,Travel,4077.74
10893,Shopping,1561.9
10894,Shopping,420.49
10895,Travel,1243.2
10896,Food,601.13
10897,Rent,264.28
10898,Utilities,3722.43
10899,Utilities,2125.18
10900,Travel,2488.39
10901,Food,3570.51
10902,Utilities,1931.4
10903,Food,1021.15
10904,Food,4997.52
10905,Travel,534.12
10906,Rent,2758.29
10907,Utilities,3118.26
10908,Food,410.11
10909,Shopping,171.84
10910,Food,1057.18
10911,Rent,4068.32
10912,Travel,543.62
10913,Rent,3740.22
10914,Utilities,4114.95
10915,Utilities,2080.55
10916,Food,4424.28
10917,Rent,4421.69
10918,Travel,3805.19
10919,Shopping,3421.88
10920,Utilities,4889.07
10921,Food,3611.58
10922,Shopping,501.63
10923,Shopping,4228.55
10924,Rent,4109.16
10925,Shopping,4338.01
10926,Food,3147.14
10927,Food,1038.1
10928,Rent,1710.22
10929,Shopping,2655.24
10930,Food,122.94
10931,Travel,2794.98
10932,Rent,2617.71
10933,Food,2363.65
10934,Rent,2997.73
10935,Food,3578.14
10936,Rent,568.64
10937,Rent,537.86
10938,Food,2767.1
10939,Utilities,564.23
10940,Utilities,2355.21
10941,Travel,657.59
10942,Travel,3387.46
10943,Utilities,3172.38
10944,Rent,1264.06
